title,href,ogg_url
"C64 - Fanmade version of nene's ""Boss Battle #2 [""8 bit""]""",/content/c64-fanmade-version-of-nenes-boss-battle-2-8-bit,https://opengameart.org/sites/default/files/C64%20-%20BossBattle2_2.ogg
Danza D' Bots II,/content/danza-d-bots-ii,https://opengameart.org/sites/default/files/audio_preview/DanzaDeBots_2_0.mp3.ogg
RPG Simple Shop (16-bit),/content/rpg-simple-shop-16-bit,https://opengameart.org/sites/default/files/audio_preview/RPG%20Simple%20Shop%20v1_0%20%2816-bit%29.mp3.ogg
RPG - The Great Collapse,/content/rpg-the-great-collapse,https://opengameart.org/sites/default/files/audio_preview/RPG%20-%20The%20Great%20Collapse.mp3.ogg
Invasion,/content/invasion,https://opengameart.org/sites/default/files/audio_preview/Invasion.mp3.ogg
Nintendo Style - Upbeat Music Loop 05,/content/nintendo-style-upbeat-music-loop-05,https://opengameart.org/sites/default/files/audio_preview/POL-snowy-hill-short.mp3.ogg
Ooame,/content/ooame,https://opengameart.org/sites/default/files/audio_preview/8_bit_ooame_lofi.mp3.ogg
Desolation,/content/desolation,https://opengameart.org/sites/default/files/audio_preview/Desolation.mp3.ogg
Passing the Torch,/content/passing-the-torch,https://opengameart.org/sites/default/files/audio_preview/Passing%20the%20Torch.mp3.ogg
A Battle Theme (165 BPM),/content/a-battle-theme-165-bpm,https://opengameart.org/sites/default/files/audio_preview/battle_165.wav.ogg
Silent World,/content/silent-world,https://opengameart.org/sites/default/files/audio_preview/Ryan%20Yunck%20-%20Silent%20World_2.mp3.ogg
"Happy flutes, for fantasy setting",/content/happy-flutes-for-fantasy-setting,https://opengameart.org/sites/default/files/audio_preview/tkucza-happyflutes.mp3.ogg
Wasteland Caravan,/content/wasteland-caravan,https://opengameart.org/sites/default/files/audio_preview/wasteland_caravan.mp3.ogg
Danger,/content/danger-0,https://opengameart.org/sites/default/files/audio_preview/danger_1.mp3.ogg
Along the way,/content/along-the-way,https://opengameart.org/sites/default/files/along_the_way.ogg
A misty Winter Morning,/content/a-misty-winter-morning,https://opengameart.org/sites/default/files/audio_preview/Viktor%20Kraus%20-%20A%20misty%20Winter%20Morning.mp3.ogg
The lonely route,/content/the-lonely-route,https://opengameart.org/sites/default/files/audio_preview/The%20lonely%20route.mp3.ogg
Cinematic Trailer Music,/content/cinematic-trailer-music,https://opengameart.org/sites/default/files/audio_preview/CinematicTrailerMusic.mp3.ogg
Clear Skies,/content/clear-skies,https://opengameart.org/sites/default/files/audio_preview/Clear%20Skies.mp3.ogg
Barley Rag,/content/barley-rag,https://opengameart.org/sites/default/files/audio_preview/Barley%20Rag.mp3.ogg
Radakan - Moldan Chase over (failure),/content/radakan-moldan-chase-over-failure,https://opengameart.org/sites/default/files/radakan%20-%20moldan%20chase%20over%20%28failure%29.ogg
C64 - Mozart - Symphony No. 25 Part 1,/content/c64-mozart-symphony-no-25-part-1,https://opengameart.org/sites/default/files/Mozart%20-%20Symphony%20No%2025%20Part%2001.ogg
Electric Boy,/content/electric-boy,https://opengameart.org/sites/default/files/audio_preview/a_digitized_orange_-_electric_boy_2025_remaster.mp3.ogg
NEON breakdown(semi retro),/content/neon-breakdownsemi-retro,https://opengameart.org/sites/default/files/ELECTRO_0.ogg
A Long Winter at Home (Classical) - FAINOD,/content/a-long-winter-at-home-classical-fainod,https://opengameart.org/sites/default/files/A%20Long%20Winter%20at%20Home_1.ogg
Ska Track,/content/ska-track,https://opengameart.org/sites/default/files/audio_preview/mix%20a%20week%20week%202%20ska_1.mp3.ogg
Parasite,/content/parasite,https://opengameart.org/sites/default/files/Parasite_0.ogg
a triumphant theme,/content/a-triumphant-theme,https://opengameart.org/sites/default/files/audio_preview/071914triumphanttheme%28shortver.%29.mp3.ogg
Metal Song - Energetic,/content/metal-song-energetic,https://opengameart.org/sites/default/files/audio_preview/preview_10.mp3.ogg
The Echo,/content/the-echo,https://opengameart.org/sites/default/files/The%20Echo.ogg
Victory War & Battle Music Loops Library,/content/victory-war-battle-music-loops-library,https://opengameart.org/sites/default/files/audio_preview/Victory%20War%20%26%20Battle%20Music%20Loops%20Demo.mp3.ogg
Mind In Motion (Soundtrack-Electronic),/content/mind-in-motion-soundtrack-electronic,https://opengameart.org/sites/default/files/audio_preview/fato_shadow_-_mind_in_motion_preview.mp3.ogg
Waiting for something,/content/waiting-for-something,https://opengameart.org/sites/default/files/audio_preview/Waiting%20for%20something.mp3.ogg
The Accordion Sample IV,/content/the-accordion-sample-iv,https://opengameart.org/sites/default/files/the_accordion_sample_iv.ogg
Light from the Shadows,/content/light-from-the-shadows,https://opengameart.org/sites/default/files/audio_preview/Light%20From%20the%20Shadows_0.mp3.ogg
Lillibullero - simple fantasy song,/content/lillibullero-simple-fantasy-song,https://opengameart.org/sites/default/files/audio_preview/tkucza-lullibulero.mp3.ogg
The Maw,/content/the-maw,https://opengameart.org/sites/default/files/audio_preview/The%20Maw.mp3.ogg
Melody's Theme,/content/melodys-theme,https://opengameart.org/sites/default/files/Melody%27s%20Theme.ogg
Note Defender Menu,/content/note-defender-menu,https://opengameart.org/sites/default/files/NoteDefender_Menu.ogg
VIP Treatment - Day 9,/content/vip-treatment-day-9,https://opengameart.org/sites/default/files/audio_preview/vip_treatment.mp3.ogg
Bleeps and Synths,/content/bleeps-and-synths,https://opengameart.org/sites/default/files/audio_preview/bleeps%20and%20synths.mp3.ogg
Sleepy Little Mouse,/content/sleepy-little-mouse,https://opengameart.org/sites/default/files/sleepy_little_mouse.ogg
Forest River Spirits,/content/forest-river-spirits,https://opengameart.org/sites/default/files/audio_preview/forest_river_spirits.mp3.ogg
Sons of the Storm | Battle/Cinematic Music,/content/sons-of-the-storm-battlecinematic-music,https://opengameart.org/sites/default/files/audio_preview/sons-of-the-storm.mp3.ogg
Barren Planet,/content/barren-planet,https://opengameart.org/sites/default/files/audio_preview/barren_planet.mp3.ogg
The Cogs,/content/the-cogs,https://opengameart.org/sites/default/files/audio_preview/The%20Cogs.mp3.ogg
Shine Blitz,/content/shine-blitz,https://opengameart.org/sites/default/files/shineblitz.ogg
Automation (Looping),/content/automation-looping,https://opengameart.org/sites/default/files/audio_preview/Automation_0.mp3.ogg
Dream In The Sky,/content/dream-in-the-sky,https://opengameart.org/sites/default/files/audio_preview/Dream%20In%20The%20Sky.wav.ogg
Radakan - Moldan Chase over (success),/content/radakan-moldan-chase-over-success,https://opengameart.org/sites/default/files/radakan%20-%20moldan%20chase%20over%20%28success%29.ogg
In the Mountains (Adventure Theme),/content/in-the-mountains-adventure-theme,https://opengameart.org/sites/default/files/audio_preview/InTheMountains.mp3.ogg
If you don´t love me,/content/if-you-don%C2%B4t-love-me,https://opengameart.org/sites/default/files/audio_preview/If%20you%20don%27t%20love%20me_0.wav.ogg
Gameboy Fight in the Dungeon,/content/gameboy-fight-in-the-dungeon,https://opengameart.org/sites/default/files/audio_preview/Fight%20in%20the%20Dungeon.mp3.ogg
Huey's Theme B,/content/hueys-theme-b,https://opengameart.org/sites/default/files/huey%27s%20theme_5.ogg
Underground,/content/underground-2,https://opengameart.org/sites/default/files/audio_preview/underground_8_bit.mp3.ogg
Jazz,/content/jazz-1,https://opengameart.org/sites/default/files/jazz_1.ogg
Songs,/content/songs-0,https://opengameart.org/sites/default/files/audio_preview/wealthy3.mp3.ogg
Emerald Tower,/content/emerald-tower,https://opengameart.org/sites/default/files/Emerald%20Tower.ogg
Orchestral Battle Music,/content/orchestral-battle-music-0,https://opengameart.org/sites/default/files/Batalha%20%231_0.ogg
Frontier (More music inside),/content/frontier-more-music-inside,https://opengameart.org/sites/default/files/audio_preview/Briefing.mp3.ogg
Chipped urgency(combat),/content/chipped-urgencycombat,https://opengameart.org/sites/default/files/ungerncy_chiptunetrollvcombat4.ogg
Spacebound,/content/spacebound,https://opengameart.org/sites/default/files/spacebound_chill_lo.ogg
The Plot Thickens,/content/the-plot-thickens,https://opengameart.org/sites/default/files/audio_preview/The%20Plot%20Thickens.mp3.ogg
Hacking,/content/hacking,https://opengameart.org/sites/default/files/audio_preview/bitcrunch-1.mp3.ogg
OverDrive,/content/overdrive,https://opengameart.org/sites/default/files/overdrive.ogg
Spirits of Knowledge,/content/spirits-of-knowledge,https://opengameart.org/sites/default/files/audio_preview/zen_0.mp3.ogg
Spectacle Carousel,/content/spectacle-carousel,https://opengameart.org/sites/default/files/audio_preview/Spectacle%20Carousel.mp3.ogg
Chores,/content/chores,https://opengameart.org/sites/default/files/F_0.ogg
Man with a Plan,/content/man-with-a-plan,https://opengameart.org/sites/default/files/audio_preview/manwithaplan_0.mp3.ogg
Floating through the void,/content/floating-through-the-void,https://opengameart.org/sites/default/files/Floating%20through%20the%20void_0.ogg
"""Dark Reign"" Chiptune stage music",/content/dark-reign-chiptune-stage-music,https://opengameart.org/sites/default/files/audio_preview/Stage%201_1.mp3.ogg
Haunted Beach,/content/haunted-beach,https://opengameart.org/sites/default/files/audio_preview/haunted_beach_0.mp3.ogg
Town Themes,/content/town-themes,https://opengameart.org/sites/default/files/audio_preview/TownTheme_1.mp3.ogg
Cinematic Strings Trailer,/content/cinematic-strings-trailer,https://opengameart.org/sites/default/files/audio_preview/Bogart%20VGM%20Stringsphere.mp3.ogg
Trance / trap / electronic [2:37],/content/trance-trap-electronic-237,https://opengameart.org/sites/default/files/Vaporwave.ogg
Minimal Industry,/content/minimal-industry,https://opengameart.org/sites/default/files/audio_preview/minimal%20industry.wav.ogg
"upbeat ""techno"" spacenomad 2",/content/upbeat-techno-spacenomad-2,https://opengameart.org/sites/default/files/audio_preview/12-6-2010-1446.mp3.ogg
Neon Runner,/content/neon-runner,https://opengameart.org/sites/default/files/audio_preview/Neon%20Runner.mp3.ogg
"I've got a pee, mom",/content/ive-got-a-pee-mom,https://opengameart.org/sites/default/files/audio_preview/I%27ve%20got%20a%20pee%2C%20momL.wav.ogg
retro_turnaround(stage 1 remix),/content/retroturnaroundstage-1-remix,https://opengameart.org/sites/default/files/stage%201%28remixed_by_cent_0.ogg
Russian Technoid,/content/russian-technoid,https://opengameart.org/sites/default/files/RussianTechnoid.ogg
Third Month,/content/third-month,https://opengameart.org/sites/default/files/audio_preview/16%20-%20Third%20Month_1.mp3.ogg
1 Minute DnB,/content/1-minute-dnb,https://opengameart.org/sites/default/files/audio_preview/Of%20Far%20Different%20Nature%20-%201%20Minute%20DnB%20%28CC-BY%29.mp3.ogg
Space Station,/content/space-station-0,https://opengameart.org/sites/default/files/avgvsta%20-%20space%20station.ogg
Funny and Cute Acoustic Ending Theme,/content/funny-and-cute-acoustic-ending-theme,https://opengameart.org/sites/default/files/audio_preview/oga_a_second_a_day_from_birth_0.mp3.ogg
Misanthropy,/content/misanthropy,https://opengameart.org/sites/default/files/misanthropy.ogg
Drum and bass,/content/drum-and-bass,https://opengameart.org/sites/default/files/audio_preview/ld47.mp3.ogg
Endless Orgy,/content/endless-orgy,https://opengameart.org/sites/default/files/audio_preview/endless%20orgy_0.mp3.ogg
Jump Button (funky action game music),/content/jump-button-funky-action-game-music,https://opengameart.org/sites/default/files/audio_preview/jump_button.mp3.ogg
Rainy Village,/content/rainy-village,https://opengameart.org/sites/default/files/audio_preview/rainy_village_8_bit_lofi.mp3.ogg
digital evening,/content/digital-evening,https://opengameart.org/sites/default/files/digital%20evening.ogg
Epic Orchestra,/content/epic-orchestra,https://opengameart.org/sites/default/files/audio_preview/615752_migfus20_epic-orchestra_0.mp3.ogg
Fool's Philosophy,/content/fools-philosophy,https://opengameart.org/sites/default/files/audio_preview/foolsphilosophy.mp3.ogg
Obsessive,/content/obsessive,https://opengameart.org/sites/default/files/obsessive.ogg
Detour,/content/detour,https://opengameart.org/sites/default/files/audio_preview/detour.mp3.ogg
It's Pouring,/content/its-pouring,https://opengameart.org/sites/default/files/audio_preview/its_pouring.mp3.ogg
miscellaneous jingle,/content/miscellaneous-jingle,https://opengameart.org/sites/default/files/jingle_01_20130205.ogg
The Story So Far.. - RPG Title Screen Music,/content/the-story-so-far-rpg-title-screen-music,https://opengameart.org/sites/default/files/audio_preview/The%20Story%20Begins...%20-%20RPG%20Title%20Music.mp3.ogg
Battle in the Stratosphere,/content/battle-in-the-stratosphere,https://opengameart.org/sites/default/files/audio_preview/Battle%20in%20the%20Stratosphereq.mp3.ogg
Stocked Up on Potions,/content/stocked-up-on-potions,https://opengameart.org/sites/default/files/potions_loop.ogg
Medium Alert,/content/medium-alert,https://opengameart.org/sites/default/files/audio_preview/Medium%20Alert_0.mp3.ogg
Arcade Racing Tune,/content/arcade-racing-tune,https://opengameart.org/sites/default/files/audio_preview/random-race_1.mp3.ogg
Minimal samples,/content/minimal-samples,https://opengameart.org/sites/default/files/audio_preview/minimal%20samples.mp3.ogg
Peaceful Music,/content/peaceful-music,https://opengameart.org/sites/default/files/audio_preview/September%20%28Master%29.mp3.ogg
Ominous Goings-On,/content/ominous-goings-on,https://opengameart.org/sites/default/files/audio_preview/Ominous%20Goings-On_0.mp3.ogg
Dark Horror Ambient Piano Choir,/content/dark-horror-ambient-piano-choir,https://opengameart.org/sites/default/files/audio_preview/dova_Eternal%20Terror_master.mp3.ogg
To the Sky,/content/to-the-sky,https://opengameart.org/sites/default/files/audio_preview/%20-%20%D0%91%D0%B5%D0%B7%20%D0%BD%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.mp3.ogg
Haydenwoffle II Soundtrack,/content/haydenwoffle-ii-soundtrack,https://opengameart.org/sites/default/files/audio_preview/hw2-lol6.mp3.ogg
Bffs Castle,/content/bffs-castle,https://opengameart.org/sites/default/files/audio_preview/master_for_oga_preview_2024.mp3.ogg
Unexpected Trouble,/content/unexpected-trouble,https://opengameart.org/sites/default/files/S31-Unexpected%20Trouble_0.ogg
Pinecones,/content/pinecones,https://opengameart.org/sites/default/files/audio_preview/Pinecones%20clip.mp3.ogg
ChipScape,/content/chipscape,https://opengameart.org/sites/default/files/audio_preview/chipscape.mp3.mp3.ogg
Menu Loops,/content/menu-loops,https://opengameart.org/sites/default/files/menuloops_preview.ogg
kshaki-1,/content/kshaki-1,https://opengameart.org/sites/default/files/audio_preview/00%20Unknown%20Track-1_0.mp3.ogg
Dark Clouds Covering The Horizon - Loading Background Music,/content/dark-clouds-covering-the-horizon-loading-background-music,https://opengameart.org/sites/default/files/audio_preview/Dark%20Clouds%20Covering%20The%20Horizon%20-%20Loading%20Background%20Music.mp3.ogg
Aeitia's Pinball - Four Music Tracks,/content/aeitias-pinball-four-music-tracks,https://opengameart.org/sites/default/files/snd_music1.ogg
Face The Champion!,/content/face-the-champion,https://opengameart.org/sites/default/files/Face%20The%20Champion%21_5.ogg
Ale 'n' a Rag,/content/ale-n-a-rag,https://opengameart.org/sites/default/files/alenarag.ogg
Fight or Flee,/content/fight-or-flee,https://opengameart.org/sites/default/files/fight_or_flee_0.ogg
Dragon Tail Tavern,/content/dragon-tail-tavern,https://opengameart.org/sites/default/files/dragontailtavern_lo.ogg
Serenade,/content/serenade,https://opengameart.org/sites/default/files/audio_preview/Seranade.mp3.ogg
Unseen,/content/unseen,https://opengameart.org/sites/default/files/unseen_v3.ogg
Osiris Monolith,/content/osiris-monolith,https://opengameart.org/sites/default/files/audio_preview/osiris-monolith-2024-preview.mp3.ogg
Dark Lands,/content/dark-lands,https://opengameart.org/sites/default/files/audio_preview/dark_lands.wav.ogg
Battle! vs Minor Gyokaijuu,/content/battle-vs-minor-gyokaijuu,https://opengameart.org/sites/default/files/battle%20vs%20gyokaijuu%20NEW.ogg
Drowning,/content/drowning,https://opengameart.org/sites/default/files/audio_preview/kim_lightyear_-_drowning.mp3.ogg
ring master,/content/ring-master,https://opengameart.org/sites/default/files/audio_preview/battle%20-%20ring%20master%20black.mp3.ogg
Inspired by Sonata Arctica (1 of 2),/content/inspired-sonata-arctica-1-2,https://opengameart.org/sites/default/files/rnbg4.ogg
Lovelace,/content/lovelace,https://opengameart.org/sites/default/files/audio_preview/lovelace_0_0.mp3.ogg
Bouncing Around in Pixel Town,/content/bouncing-around-in-pixel-town,https://opengameart.org/sites/default/files/audio_preview/Bouncing%20Around%20in%20Pixel%20Town.mp3.ogg
Future Noir (Looping),/content/future-noir-looping,https://opengameart.org/sites/default/files/audio_preview/Future%20Noir.mp3.ogg
Inferior Deity,/content/inferior-deity,https://opengameart.org/sites/default/files/inferior_diety_v2.ogg
Sandworm,/content/sandworm,https://opengameart.org/sites/default/files/audio_preview/sandworm.wav.ogg
Wind Chimes,/content/wind-chimes,https://opengameart.org/sites/default/files/wind_chimes_sample.ogg
Boss_Type_3,/content/bosstype3,https://opengameart.org/sites/default/files/audio_preview/a2_0.mp3.ogg
two songs made some time ago,/content/two-songs-made-some-time-ago,https://opengameart.org/sites/default/files/song1.ogg
Forever Unsettled,/content/forever-unsettled,https://opengameart.org/sites/default/files/audio_preview/07%20-%20Forever%20Unsettled.mp3.ogg
World Travel,/content/world-travel,https://opengameart.org/sites/default/files/audio_preview/World%20Travel.mp3.ogg
Titan Powerplant,/content/titan-powerplant,https://opengameart.org/sites/default/files/audio_preview/Titan%20Poweplant_0.mp3.ogg
Strange d'n'b piano theme,/content/strange-dnb-piano-theme,https://opengameart.org/sites/default/files/audio_preview/At%205%27pm%20%28promodj.com%29_0.mp3.ogg
Beats n games,/content/beats-n-games,https://opengameart.org/sites/default/files/audio_preview/NaturalMystik%20%28online-audio-converter.com%29.mp3.ogg
Disturbed Soundscape,/content/disturbed-soundscape,https://opengameart.org/sites/default/files/audio_preview/Disturbed%20Soundscape_0.mp3.ogg
A Big Adventure,/content/a-big-adventure,https://opengameart.org/sites/default/files/A%20big%20adventure.ogg
Fairy on Fire - Art Challenge,/content/fairy-on-fire-art-challenge,https://opengameart.org/sites/default/files/audio_preview/Fairy%20on%20Fire.mp3.ogg
Cyber Street Urchins (Looping),/content/cyber-street-urchins-looping,https://opengameart.org/sites/default/files/audio_preview/cyber_street_urchins.mp3.ogg
Through the Mountains,/content/through-the-mountains,https://opengameart.org/sites/default/files/audio_preview/through_the_mountains.mp3.ogg
Slow dust,/content/slow-dust,https://opengameart.org/sites/default/files/audio_preview/stephen_halpin_-_slow_dust.mp3.ogg
Snabisch Tunes 8 Bit version,/content/snabisch-tunes-8-bit-version,https://opengameart.org/sites/default/files/audio_preview/SnabischTunesMSX.mp3.ogg
Brain Damage,/content/brain-damage,https://opengameart.org/sites/default/files/audio_preview/Brain%20Damage.mp3.ogg
Zigzag,/content/zigzag,https://opengameart.org/sites/default/files/audio_preview/Zigzag_0.mp3.ogg
"""step step step"" (happy piano bgm)",/content/step-step-step-happy-piano-bgm,https://opengameart.org/sites/default/files/step%20step%20step.ogg
Star On The Horizon,/content/star-on-the-horizon,https://opengameart.org/sites/default/files/audio_preview/star_on_the_horizon.mp3.ogg
Heavy Metal 02,/content/heavy-metal-02,https://opengameart.org/sites/default/files/audio_preview/Heavy%20Metal%2002.mp3.ogg
Village_Starting_Music,/content/villagestartingmusic,https://opengameart.org/sites/default/files/audio_preview/Village_Starting_Music.mp3.ogg
Squashin' Bugs - Day 15,/content/squashin-bugs-day-15,https://opengameart.org/sites/default/files/audio_preview/squashin_bugs_fixed.mp3.ogg
Determination - Anime Style Music,/content/determination-anime-style-music,https://opengameart.org/sites/default/files/audio_preview/determination_0.mp3.ogg
Perces,/content/perces,https://opengameart.org/sites/default/files/audio_preview/perces1.mp3.ogg
Now Or Never,/content/now-or-never,https://opengameart.org/sites/default/files/audio_preview/Kim%20Lightyear%20-%20Now%20Or%20Never.mp3.ogg
Magic mush,/content/magic-mush,https://opengameart.org/sites/default/files/audio_preview/magic_mush.mp3.ogg
Cybermusic,/content/cybermusic,https://opengameart.org/sites/default/files/Decimeter-Stand_Alone_Complex_%28Second_Gig_Remix%29_0.ogg
free Music background  (looping),/content/free-music-background-looping,https://opengameart.org/sites/default/files/audio_preview/Background%20Music_0.mp3.ogg
The Best of RGA-GT Music Pack,/content/the-best-of-rga-gt-music-pack,https://opengameart.org/sites/default/files/audio_preview/RGA-GT-BeingCoolDoesntMakeMeFool.mp3.ogg
The Farthest Star,/content/the-farthest-star,https://opengameart.org/sites/default/files/audio_preview/The%20Farthest%20Star.mp3.ogg
Emotional Strings Dramatic Battle Scene,/content/emotional-strings-dramatic-battle-scene,https://opengameart.org/sites/default/files/audio_preview/Melty_oga_0.mp3.ogg
Questing Loop,/content/questing-loop,https://opengameart.org/sites/default/files/audio_preview/Questing.wav.ogg
weird science,/content/weird-science,https://opengameart.org/sites/default/files/audio_preview/alex_jazz_mastered.mp3.ogg
To arms!,/content/to-arms,https://opengameart.org/sites/default/files/to_arms.ogg
Title Theme,/content/title-theme,https://opengameart.org/sites/default/files/audio_preview/Title%20Theme.mp3.ogg
Courtroom and Judgement,/content/courtroom-and-judgement,https://opengameart.org/sites/default/files/courtroom.ogg
Tech ants,/content/tech-ants,https://opengameart.org/sites/default/files/tech_ants.ogg
Subspace,/content/subspace,https://opengameart.org/sites/default/files/audio_preview/subspace.mp3.ogg
Timebender (Creepy Ambient Space),/content/timebender-creepy-ambient-space,https://opengameart.org/sites/default/files/Timebender_4.ogg
Theme of the Wasp,/content/theme-of-the-wasp,https://opengameart.org/sites/default/files/audio_preview/Theme%20of%20the%20Wasp.mp3.ogg
Nights In June,/content/nights-in-june,https://opengameart.org/sites/default/files/audio_preview/Kim%20Lightyear%20-%20Nights%20In%20June.mp3.ogg
Chill Chiptunes (Collection),/content/chill-chiptunes-collection,https://opengameart.org/sites/default/files/audio_preview/01_holiznacc0_-_asteroids.mp3.ogg
So Many Spiders,/content/so-many-spiders,https://opengameart.org/sites/default/files/audio_preview/Memoraphile%20-%20So%20Many%20Spiders.mp3.ogg
Radakan - As The Light Comes In,/content/radakan-as-the-light-comes-in,https://opengameart.org/sites/default/files/radakan%20-%20as%20the%20light%20comes%20in.ogg
Background Track 4 (electric guitar instrumental),/content/background-track-4-electric-guitar-instrumental,https://opengameart.org/sites/default/files/04%20track%204.ogg
The Insurgent,/content/insurgent,https://opengameart.org/sites/default/files/audio_preview/The_Insurgent_0.mp3.ogg
Chasing the Leviathan [ Adventure / World Music album ],/content/chasing-the-leviathan-adventure-world-music-album,https://opengameart.org/sites/default/files/03-0x2a723-sun_cave_village_0.ogg
Funky Disco Beats to Boogie/Woogie to,/content/funky-disco-beats-to-boogiewoogie-to,https://opengameart.org/sites/default/files/funkydiscobeatstoboogieslashwoogieto.ogg
Lost and Faltering,/content/lost-and-faltering,https://opengameart.org/sites/default/files/audio_preview/Lost%20and%20Faltering.mp3.ogg
As fast as you can,/content/as-fast-as-you-can,https://opengameart.org/sites/default/files/as_fast_as_you_can_2.31_low.ogg
Adventure Theme,/content/adventure-theme-0,https://opengameart.org/sites/default/files/audio_preview/ChiptuneAdventure.mp3.ogg
Free Vapour 2013 Soundtrack,/content/free-vapour-2013-soundtrack,https://opengameart.org/sites/default/files/last_battle_145bpm.ogg
Dark Ambiance | Cries From Hell,/content/dark-ambiance-cries-from-hell,https://opengameart.org/sites/default/files/audio_preview/Jes%C3%BAs%20Lastra%20-%20Cries%20From%20Hell.mp3.ogg
"All Her Witches (Undressed, Theme Style)",/content/all-her-witches-undressed-theme-style,https://opengameart.org/sites/default/files/audio_preview/All%20Her%20Witches%20%28Undressed%29.mp3.ogg
Forgotten clocktower,/content/forgotten-clocktower,https://opengameart.org/sites/default/files/audio_preview/Forgotten%20Clocktower_0.mp3.ogg
Chiptune Interlude Pack,/content/chiptune-interlude-pack,https://opengameart.org/sites/default/files/audio_preview/Interlude%20Preview_0.mp3.ogg
Battle Music,/content/battle-music-0,https://opengameart.org/sites/default/files/Battle_1.ogg
Apprehensive Atmosphere Music 1,/content/apprehensive-atmosphere-music-1,https://opengameart.org/sites/default/files/audio_preview/Atmosphere%20Music%201.mp3.ogg
Remnants of the Festival,/content/remnants-of-the-festival,https://opengameart.org/sites/default/files/audio_preview/remnants_of_the_festival_2.mp3.ogg
"BEFORE YOU CAN EVEN CHALLENGE ME, YOU MUST DEFEAT KING TRABAK THE GREAT!",/content/before-you-can-even-challenge-me-you-must-defeat-king-trabak-the-great,https://opengameart.org/sites/default/files/King%20Trabak%20The%20Great.ogg
My Friends Will Cry.,/content/my-friends-will-cry,https://opengameart.org/sites/default/files/My%20Friends%20Will%20Cry.%20Title%20Theme.ogg
White Hat,/content/white-hat,https://opengameart.org/sites/default/files/audio_preview/white_hat.mp3.ogg
Bravery Run,/content/bravery-run,https://opengameart.org/sites/default/files/bravery_run_bpm170.ogg
Haunting Chiptune Loop [Void Estate],/content/haunting-chiptune-loop-void-estate,https://opengameart.org/sites/default/files/void_estate.ogg
Race of the Wasp,/content/race-of-the-wasp,https://opengameart.org/sites/default/files/audio_preview/Race%20of%20the%20Wasp.mp3.ogg
Win Music #2,/content/win-music-2,https://opengameart.org/sites/default/files/audio_preview/win%20music%202.wav.ogg
The tunnel,/content/the-tunnel,https://opengameart.org/sites/default/files/audio_preview/The%20tunnel.wav.ogg
Wake Up,/content/wake-up,https://opengameart.org/sites/default/files/audio_preview/Wake%20Up.mp3.ogg
Bondi Sunday,/content/bondi-sunday,https://opengameart.org/sites/default/files/audio_preview/bondi.mp3.ogg
Urban Battle,/content/urban-battle,https://opengameart.org/sites/default/files/urban_battle_bpm135.ogg
Choose,/content/choose,https://opengameart.org/sites/default/files/audio_preview/Android128%20-%20Choose.mp3.ogg
Oldskool,/content/oldskool,https://opengameart.org/sites/default/files/audio_preview/Of%20Far%20Different%20Nature%20-%20Oldskool%20%28CC0%29.mp3.ogg
This Game Is Over,/content/this-game-is-over,https://opengameart.org/sites/default/files/ThisGameIsOver.ogg
Wendale Abbey,/content/wendale-abbey,https://opengameart.org/sites/default/files/WendaleAbbey.ogg
Emotional Battle Progressive Dance,/content/emotional-battle-progressive-dance,https://opengameart.org/sites/default/files/audio_preview/oga_Potential.mp3.ogg
Decisions,/content/decisions-1,https://opengameart.org/sites/default/files/audio_preview/decisions.mp3.ogg
Salvation,/content/salvation,https://opengameart.org/sites/default/files/audio_preview/Salvation.mp3.ogg
Asynchronicity,/content/asynchronicity,https://opengameart.org/sites/default/files/Asynchronicity.ogg
Mole Town,/content/mole-town,https://opengameart.org/sites/default/files/moletown.ogg
Technovillain,/content/technovillain-0,https://opengameart.org/sites/default/files/audio_preview/technovillain.mp3.ogg
Drowned Settlement,/content/drowned-settlement,https://opengameart.org/sites/default/files/audio_preview/Drowned%20Settlement.mp3.ogg
Night Sky #1 a,/content/night-sky-1-a,https://opengameart.org/sites/default/files/audio_preview/The%20Night%20Sky%20%231%20a_01.mp3.ogg
Announce my Name,/content/announce-my-name,https://opengameart.org/sites/default/files/audio_preview/AnnounceMyNameAllGuitars.mp3.ogg
Rain In Space,/content/rain-in-space,https://opengameart.org/sites/default/files/rain_in_space.ogg
The End [No Intro],/content/the-end-no-intro,https://opengameart.org/sites/default/files/audio_preview/the_end_-_no_intro.mp3.ogg
Menacing Otherworld,/content/menacing-otherworld,https://opengameart.org/sites/default/files/audio_preview/ruskerdax_-_menacing_otherworld.mp3.ogg
"Game Music #1 ""Life is a Melody""",/content/game-music-1-life-is-a-melody,https://opengameart.org/sites/default/files/audio_preview/LIFE%20IS%20A%20MELODY.mp3.ogg
Bravery Demon,/content/bravery-demon,https://opengameart.org/sites/default/files/bravery_demon_bpm210.ogg
Radioactive,/content/radioactive,https://opengameart.org/sites/default/files/audio_preview/radioactive.mp3.ogg
The Wind,/content/the-wind,https://opengameart.org/sites/default/files/audio_preview/Komiku%20-%20Tale%20on%20the%20Late%20-%2013%20The%20Wind.mp3.ogg
Eyes of the Ocean,/content/eyes-of-the-ocean,https://opengameart.org/sites/default/files/audio_preview/eyes_of_the_ocean.mp3.ogg
